ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
Cadastral valuation of lands polluted with radionuclides;['MAKAROV OA', 'TSVETNOV EV', 'SHCHEGLOV AI', 'ROMASHKINA AD', 'ERMIYAEV YR'];['RATNIKOV A N', 'SAPOZHNIKOV P M', 'SANZHAROVA N I', 'SHCHEGLOV K A', 'LIPATOV D N', 'VLADYCHENSKY A S', 'TSVETNOV E V', 'SHCHEGLOV A I', 'TSVETNOVA O B'];EURASIAN SOIL SCIENCE;Russia
Alternative technologies for remediation of technogenic barrens in the Kola Subarctic;['KOPTSIK GN', 'KOPTSIK SV', 'SMIRNOVA IE'];['ADRIANO DC', 'WENZEL WW', 'VANGRONSVELD J', 'BOLAN NS', 'DURAISAMY VP', 'CHERNENKOVA T V', 'BOCHKARYEV YU N', 'EVDOKIMOVA GA', 'GUNN J', 'SEIN R', 'KELLER B', 'KASHULINA G', 'REIMANN C', 'FINNE TE', 'KASHULINA G M', 'PEREVERZEV V N', 'LITVINOVA T I', 'KOPINGA JITZE', 'VAN DEN BURG JAN', 'KOPTSIK G N', 'KOPTSIK S V', 'SMIRNOVA I E', 'KOPTSIK S', 'KOPTSIK G', 'LIVANTSOVA S', 'MERYASHKINA LV', 'KOZOV M V', 'ZVEREVA E L', 'NKONGOLO K K', 'SPIERS G', 'BECKETT P', 'PULFORD ID', 'WATSON C', 'TYLER G', 'OLSSON T', 'VANASSCHE F', 'CLIJSTERS H', 'WINTERHALDER KEITH'];EURASIAN SOIL SCIENCE;Russia
Changes of the content of oil products in the oil-polluted peat soil of a high-moor bog in a field experiment with application of lime and fertilizers;['ERKENOVA MI', 'TOLPESHTA II', 'TROFIMOV SY', 'APTIKAEV RS', 'LAZAREV AS'];"['CHAINEAU CH', 'MOREL JL', 'OUDOT J', 'ROUGEUX G', 'YEPREMIAN C', 'CHANG WONJAE', 'DYEN MICHAEL', 'SPAGNUOLO LOU', 'CONTE P', 'ZENA A', 'PILIDIS G', ""D'ANGELO EM"", 'REDDY KR', 'DIAZ-RAMIREZ I J', 'ESCALANTE-ESPINOSA E', 'FAVELA-TORRES E', 'LYTKIN I I', 'MARGESIN R', 'SCHINNER F', 'MILLS SA', 'FRANKENBERGER WT', 'MORGAN P', 'WATKINSON RJ', 'RAMIREZ M E', 'ZAPIEN B', 'ZEGARRA H G', 'RUSANOVA GV', 'SANSCARTIER DAVID', 'LAING TAMSIN', 'REIMER KEN', 'TOLPESHTA I I', 'TROFIMOV S YA', 'ERKENOVA M I']";EURASIAN SOIL SCIENCE;Russia
Accumulation of polycyclic aromatic hydrocarbons in soils and plants of the tundra zone under the impact of coal-mining industry;['YAKOVLEVA EV', 'GABOV DN', 'BEZNOSIKOV VA', 'KONDRATENOK BM'];['ARES A', 'ABOAL J R', 'FERNANDEZ J A', 'BELYKH L I', 'DE NICOLA F', 'SPAGNUOLO V', 'BALDANTONI D', 'DOLEGOWSKA SABINA', 'MIGASZEWSKI ZDZISTAW M', 'DYMOV A A', 'KAVERIN D A', 'GABOV D N', 'BEZNOSIKOV V A', 'GORSHKOV A G', 'MIKHAILOVA T A', 'BEREZHNAYA N S', 'LANKIN A V', 'KRESLAVSKI V D', 'KHUDYAKOVA A YU', 'LI WEIHUA', 'CHEN BO', 'DING XUNCHENG', 'MIGASZEWSKI ZDZISLAW M', 'GALUSZKA AGNIESZKA', 'CROCK JAMES G', 'MIGASZEWSKI ZM', 'MUIR DCG', 'SEGSTRO MD', 'WELBOURN PM', 'ROVINSKII FY', 'VANE CHRISTOPHER H', 'RAWLINS BARRY G', 'KIM ALEXANDER W', 'WU QIMEI', 'WANG XIN', 'ZHOU QIXING', 'YAKOVLEVA E V', 'KONDRATENOK B M', 'YANG DAN', 'QI SHIHUA', 'ZHANG YUAN'];EURASIAN SOIL SCIENCE;Russia
Microtomographic analysis of pore space in a virgin soddy-podzolic soil;['SKVORTSOVA EB', 'ROZHKOV VA', 'ABROSIMOV KN', 'ROMANENKO KA', 'KHOKHLOV SF', 'KHAIDAPOVA DD', 'KLYUEVA VV', 'YUDINA AV'];['CRESTANA S', 'CESAREO R', 'MASCARENHAS S', 'ELLIOT THOMAS R', 'HECK RICHARD J', 'GERKE K M', 'SKVORTSOVA E B', 'KOROST D V', 'HELLIWELL J R', 'STURROCK C J', 'GRAYLING K M', 'LUO LIFANG', 'LIN HENRY', 'LI SHUANGCAI', 'MAKEEV AO', 'PIRES LUIZ F', 'BORGES JAQUELINE A R', 'BACCHI OSNY O S', 'KALININA NV', 'UDAWATTA RANJITH P', 'ANDERSON STEPHEN H'];EURASIAN SOIL SCIENCE;Russia
Application of the CIE-L*a*b* system to characterize soil color;['VODYANITSKII YN', 'KIRILLOVA NP'];"['*FAO', 'KARAVANOVA EI', 'KARMANOV I I', 'RAZHKOV V A', 'MIKHAILOVA NA', 'ROSSEL R A VISCARRA', 'MINASNY B', 'ROUDIER P', 'SHISHOV LL', ""VASIL'EV AA"", 'GORYACHKIN SV', 'LESOVAYA SN', 'VODYANITSKII YU N', 'MERGELOV N S', 'GORYACHKIN S V', ""VASIL'EV A A"", 'GILEV V YU', 'KOZHEVA A V']";EURASIAN SOIL SCIENCE;Russia
Short-term partitioning of Cd recently taken up between sunflowers organs (Helianthus annuus) at flowering and grain filling stages: effect of plant transpiration and allometry;['LINERO O', 'CORNU JY', 'CANDAUDAP F', 'POKROVSKY OS', 'BUSSIERE S', 'CORIOU C', 'HUMANN-GUILLEMINOT T', 'ROBERT T', 'THUNOT S', 'DE DIEGO A', 'NGUYEN C'];['ALKIO M', 'GRIMM E', 'ARDUINI I', 'MASONI A', 'MARIOTTI M', 'ASTON MJ', 'LAWLOR DW', 'CATALDO DA', 'GARLAND TR', 'WILDUNG RE', 'CLEMENS S', 'PALMGREN MG', 'KRAMER U', 'CLEMENS STEPHAN', 'AARTS MARK G M', 'THOMINE SEBASTIEN', 'DE MARIA S', 'PUSCHENREITER M', 'RIVELLI A R', 'DEGRYSE F', 'SMOLDERS E', 'PARKER D R', 'ENSTONE DE', 'PETERSON CA', 'MA FS', 'FARRAR JF', 'JONES DL', 'FUJIMAKI SHU', 'SUZUI NOBUO', 'ISHIOKA NORIKO S', 'GILLIHAM MATTHEW', 'DAYOD MACLIN', 'HOCKING BRADLEIGH J', 'HALL JL', 'WILLIAMS LE', 'HARDIMAN RT', 'JACOBY B', 'HARRIS NEIL S', 'TAYLOR GREGORY J', 'HARRIS NS', 'TAYLOR GJ', 'HEGELUND JOSEFINE NYMARK', 'PEDAS PAI', 'HUSTED SOREN', 'HOAGLAND DR', 'LAI HUNG-YU', 'LAPORTE MARIE-ALINE', 'STERCKEMAN THIBAULT', 'DAUGUET SYLVIE', 'LIU JIANGUO', 'MIN QIAN', 'GUOLIANG CAI', 'LIU KE', 'LV JIALONG', 'HE WENXIANG', 'LIU XIAOQING', 'PENG KEJIAN', 'WANG AIGUO', 'LUX ALEXANDER', 'MARTINKA MICHAL', 'VACULIK MAREK', 'MORI SHINSUKE', 'URAGUCHI SHIMPEI', 'ISHIKAWA SATORU', 'OLSEN LENE I', 'PALMGREN MICHAEL G', 'PATRICK JW', 'OFFLER CE'];PLANT AND SOIL;Russia
MIS3 paleosols in the center-north of Eastern Europe and Western Siberia: Reductomorphic pedogenesis conditioned by permafrost?;['SEDOV S', 'RUSAKOV A', 'SHEINKMAN V', 'KORKKA M'];['ANTOINE P', 'ROUSSEAU DD', 'ZOLLER L', 'FEDELE FG', 'FRECHEN M', 'ZANDER A', 'ZYKINA V', 'CILEK V', 'GERASIMENKO NATALIA', 'GROSSWALD MG', 'HUGHES TJ', 'HAESAERTS P', 'BORZIAC I', 'CHEKHA V P', 'JARY ZDZISLAW', 'CISZEK DARIUSZ', 'KADEREIT ANNETTE', 'KIND CLAUS-JOACHIM', 'WAGNER GUENTHER A', 'KUEHN P', 'TERHORST B', 'OTTNER F', 'MARKOVA ANASTASIA K', 'PUZACHENKO ANDREI YU', 'VAN KOLFSCHOTEN THIJS', 'PAVLOV P YU', 'PETICZKA ROBERT', 'HOLAWE FRANZ', 'RIEGLER DIETER', 'RUSAKOV A V', 'KORKKA M A', 'KERZUM P P', 'MATINYAN N N', 'RUSAKOV ALEXEY', 'NIKONOV ANDREI', 'SAVELIEVA LARISA', 'SEDOV SERGEY', 'RUSAKOV AV', 'KORKKA MA', 'SEDOV S N', 'KHOKHLOVA O S', 'SINITSYN A A', 'SHEINKMAN V S', 'PLYUSNIN V M'];CATENA;Russia
The influence of Dan H. Yaalon: His impact on people;['BREVIK EC', 'RICHTER DD', 'VERRECCHIA EP', 'RYAN J', 'POCH RM', 'CROUVI O', 'SAUER D', 'WAROSZEWSKI J', 'SOLLEIRO-REBOLLEDO E', 'MONGER C', 'OTTNER F', 'TARGULIAN V'];['AMIT R', 'YAALON DH', 'GERSON R', 'BREVIK E C', 'CERDA A', 'MATAIX-SOLERA J', 'BREVIK ERIC C', 'FENTON THOMAS E', 'HOMBURG JEFFREY A', 'CLINE MARLIN G', 'ITKIN DANNY', 'KARATHANASIS AD', 'MACNEAL BR', 'LANDA EDWARD R', 'MONGER HC', 'DAUGHERTY LA', 'LINDEMANN WC', 'RICHTER DANIEL DE B', 'BREVIK ERIC', 'RICHTER DANIEL DEB', 'YAALON DAN H', 'BACON ALLAN R', 'MOBLEY MEGAN L', 'ROHDENBURG MARGOT', 'DUMONT JL', 'WIEDER M', 'YAALON D H'];CATENA;Russia
TRAPROCK TRANSFORMATION INTO CLAYEY MATERIALS IN SOIL ENVIRONMENTS OF THE CENTRAL SIBERIAN PLATEAU, RUSSIA;['LESSOVAIA SN', 'PLOTZE M', 'INOZEMZEV S', 'GORYACHKIN S'];['ALEKSEEV A', 'ALEKSEEVA T', 'OSTROUMOV V', 'BERGMANN J', 'KLEEBERG R', 'BISH DAVID L', 'PLOETZE MICHAEL', 'BORDEN PATRICK W', 'PING CHIEN-LU', 'MCCARTHY PAUL J', 'GANOR J', 'ROUEFF E', 'EREL Y', 'GIRTY GH', 'MARSH J', 'MELTZNER A', 'GORBUNOV NI', 'HALL K', 'THORN CE', 'MATSUOKA N', 'HODSON ME', 'LESOVAYA S N', 'GORYACHKIN S V', 'POGOZHEV E YU', 'LESSOVAIA SOFIA', 'DULTZ STEFAN', 'GORYACHKIN SERGEY', 'LESSOVAIA SOFIA N', 'GORYACHKIN SERGEY V', 'DESYATKIN ROMAN V', 'MEUNIER A', 'SARDINI P', 'ROBINET J C', 'VELDE B', 'NESBITT HW', 'WILSON RE', 'POKROVSKY OS', 'SCHOTT J', 'KUDRYAVTZEV DI', 'ROSS PS', 'PEATE IU', 'MCCLINTOCK MK', 'SCHNOOR JL', 'SIMAS FELIPE N B', 'SCHAEFER CARLOS ERNESTO G R', 'MELO VANDER F', 'STOOPS G', 'THORN C E', 'DARMODY R G', 'DIXON J C'];CLAYS AND CLAY MINERALS;Russia
CHARACTERISTICS OF EARLY EARTH'S CRITICAL ZONE BASED ON MIDDLE-LATE DEVONIAN PALEOSOL PROPERTIES (VORONEZH HIGH, RUSSIA);['ALEKSEEVA T', 'KABANOV P', 'ALEKSEEV A', 'KALININ P', 'ALEKSEEVA V'];['ALEKSEEVA VA', 'ALGEO TJ', 'SCHECKLER SE', 'AMUNDSON RONALD', 'RICHTER DANIEL D', 'HUMPHREYS GEOFF S', 'BRASIER A T', 'MORRIS J L', 'HILIER R D', 'BROUSHKIN A V', 'GORDENKO N V', 'CHIPERA SJ', 'BISH DL', 'CHOROVER JON', 'KRETZSCHMAR RUBEN', 'GARCIA-PICHEL FERRAN', 'COCKS L ROBIN M', 'TORSVIK TROND H', 'COX JULIA E', 'RAILSBACK L BRUCE', 'GORDON ELIZABETH A', 'CRESSLER WALTER L III', 'DAVIES NEIL S', 'GIBLING MARTIN R', 'DRIESE SG', 'MORA CI', 'GRIFFING DH', 'BRIDGE JS', 'HOTTON CL', 'HILLIER ROBERT D', 'EDWARDS DIANNE', 'MORRISSEY LANCE B', 'ISTCHENKO TA', 'KABANOV PAVEL B', 'ALEKSEEVA TATIANA V', 'ALEKSEEVA VERONIKA A', 'KALININ P I', 'ALEKSEEV A O', 'KRASSILOV VA', 'RASKATOVA MG', 'ISTCHENKO AA', 'LEBEDEV O A', 'LUKSEVICS E', 'ZAKHARENKO G V', 'LIN H', 'MARRIOTT SB', 'WRIGHT VP', 'MINTZ JASON S', 'DRIESE STEVEN G', 'WHITE JOSEPH D'];CLAYS AND CLAY MINERALS;Russia
Regional clarkes of chemical elements in soils of southern European Russia;"[""D'YACHENKO VV"", 'MATASOVA IY']";['ƒ‹ﬂ◊≈Õ Œ ¬¬', 'Ã¿“¿—Œ¬¿ »ﬁ', 'DYACHENKO VV', 'MATASOVA I YU', 'KOLESNIKOV S I', 'YAROSLAVTSEV M V', 'SPIVAKOVA N A', 'KAZEEV K SH', 'SHACKLETTE HT'];EURASIAN SOIL SCIENCE;Russia
The effect of humic acids and their complexes with iron on the functional status of plants grown under iron deficiency;"[""ABROS'KIN DP"", 'FUENTES M', 'GARCIA-MINA JM', 'KLYAIN OI', 'SENIK SV', 'VOLKOV DS', 'PERMINOVA IV', 'KULIKOVA NA']";['AFSHARNIA M', 'ALIASGHARZAD N', 'HAJIBOLAND R', 'AZCONA INAKI', 'PASCUAL INMACULADA', 'AGUIRREOLEA JONE', 'BOCANEGRA MP', 'LOBARTINI JC', 'ORIOLI GA', 'BOUDIERE LAURENCE', 'MICHAUD MORGANE', 'PETROUTSOS DIMITRIS', 'CARTELAT A', 'CEROVIC ZG', 'GOULAS Y', 'DE SANTIAGO ANA', 'QUINTERO JOSE M', 'CARMONA EUSEBIO', 'DENOBILI M', 'BRAGATO G', 'ALCANIZ JM', 'GARCIA-MINA JOSE M', 'HALL JL', 'WILLIAMS LE', 'HASAN SYED AIMAN', 'HAYAT SHAMSUL', 'AHMAD AQIL', 'KLEIN OLGA I', 'ISAKOVA ELENA P', 'DERYABINA YULIA I', 'KOGA R', 'MENG TIANXIAO', 'NAKAMURA E', 'KOTLOVA E R', 'SENIK S V', 'KUCHER T', 'KRUMOVA S', 'ZHIPONOVA M', 'DANKOV K', 'KULIKOVA NATALIA A', 'PERMINOVA IRINA V', 'BADUN GENNADY A', 'BADUN GENNADII A', 'KOROBKOV VIKTOR I', 'MONGE E', 'PEREZ C', 'PEQUERUL A', 'NEBBIOSO ANTONIO', 'PICCOLO ALESSANDRO', 'NICHOLS BW', 'NIKOLIC M', 'CESCO S', 'ROMHELD V', 'OGWENO JOSHUA OTIENO', 'SONG XING SHUN', 'SHI KAI', 'SAKURAI ISAMU', 'MIZUSAWA NAOKI', 'WADA HAJIME', 'OHASHI SHUNSUKE'];EURASIAN SOIL SCIENCE;Russia
Thermal properties of typical chernozems in Kursk Oblast;"[""ARKHANGEL'SKAYA TA"", 'VELICHENKO MV', 'TIKHONRAVOVA PI']";"['ARHANGELSKAYA TA', ""ARKHANGEL'SKAYA T A"", ""LUK'YASHCHENKO K I"", 'TIKHONRAVOVA P I', 'BAZYKINA G S', 'BOIKO O S', 'BERMAN RG', 'BROWN TH', 'DIMO V N', 'TISHCHUK L A', 'GLOBUS A M', 'KAZAKOV V E', 'AINIKEEV R S', 'KOZLOWSKI TOMASZ', 'KUZNETSOVA I V', 'LIPIEC J', 'USOWICZ B', 'FERRERO A', 'MAKARYCHEV S V', 'OVECHKIN S V', 'PARIKH RJ', 'HAVENS JA', 'SCOTT HD', 'SHEIN E V', 'LAZAREV V I', 'AIDIEV A YU']";EURASIAN SOIL SCIENCE;Russia
Prospects in application of thermal analysis for assessing the total water potential of soils;['SUDNITSYN II'];['HENDRICKS SB', 'NELSON RA', 'ALEXANDER LT', 'HOSEH M', 'SMAGIN AV', 'MANUCHAROV AS', 'SADOVNIKOVA NB', 'SOKOLOVA TA', 'SUDNITSYN I I', 'SMAGIN A V', 'SHVAROV A P', 'WENDLANDT WW'];EURASIAN SOIL SCIENCE;Russia
The number and biomass of microorganisms in ancient buried and recent chernozems under different land uses;"['POLYANSKAYA LM', ""PRIKHOD'KO VE"", 'LOMAKIN DG', 'CHERNOV IY']";"['DEMKINA T S', 'STRETOVICH I V', 'DEMKIN V A', 'FREY SD', 'ELLIOTT ET', 'PAUSTIAN K', 'GUZEV VS', 'ZVYAGINTSEV DG', 'HOBBIE JE', 'DALEY RJ', 'JASPER S', 'KOZHEVIN P A', 'POLYANSKAYA L M', 'ZVYAGINTSEV D G', 'LYSAK L V', 'LAPYGINA E V', 'KONOVA I A', 'MANILOFF J', 'NAUMOVA NB', 'KUIKMAN P', 'GORODNICHEV R B', ""VOROB'EVA E A"", 'PINCHUK I P', 'GORBACHEVA M A', 'ORAZOVA MK', 'BURKANOVA OA', ""PRIKHOD'KO V E"", 'ROHOZIN YE P', 'CHAPLYGIN M S', 'SCHEU S', 'PARKINSON D', 'SUZINA NATALIA E', 'MULYUKIN ANDREY L', 'DMITRIEV VLADIMIR V']";EURASIAN SOIL SCIENCE;Russia
Changes in the species composition of the rhizosphere and phyllosphere of sugar beet under the impact of biological preparations based on endophytic bacteria and their metabolites;"['PUSENKOVA LI', ""IL'YASOVA EY"", 'LASTOCHKINA OV', 'MAKSIMOV IV', 'LEONOVA SA']";"['BENEDUZI ANELISE', 'AMBROSINI ADRIANA', 'PASSAGLIA LUCIANE M P', 'BERG GABRIELE', 'BORODKIN O I', 'SUMSKAYA M A', 'BEZLER N V', 'DANILOVA A A', 'EGORSHINA A A', 'KHAIRULLIN R M', 'SAKHABUTDINOVA A R', 'LINDOW SE', 'BRANDL MT', 'MAKSIMOV I V', 'PUSENKOVA L I', 'ABIZGILDINA R R', ""ABIZGIL'DINA R R"", 'MORGUN V V', 'KOTS S YA', 'KYRYCHENKO O V', 'NEDOREZKOV V D', 'MENLIKIEV M YA', 'PEREZ-GARCIA ALEJANDRO', 'ROMERO DIEGO', 'DE VICENTE ANTONIO', ""IL'YASOVA E YU"", 'KIREEVA N A', 'SCHALLMEY M', 'SINGH A', 'WARD OP', 'SOKOLOVA M G', 'AKIMOVA G P', 'VAISHLYA O B', 'TEREKHOV A S', 'ZENOVA G M', 'KOZHEVIN P A', 'TSAVKELOVA EA', 'KLIMOVA SY', 'CHERDYNTSEVA TA']";EURASIAN SOIL SCIENCE;Russia
Actinomycetal complex of light sierozem on the Kopet-Dag piedmont plain;['ZENOVA GM', 'ZVYAGINTSEV DG', 'MANUCHAROVA NA', 'STEPANOVA OA', 'CHERNOV IY'];"['MANUCHAROVA N A', ""KOL'TSOVA E M"", 'STEPANOV A L', 'NOROVSUREN ZH', 'OBOROTOV G V', 'ZENOVA G M', 'SHISHOV LL', 'SOKOLOVA T A']";EURASIAN SOIL SCIENCE;Russia
Clay mineralogy in agrochernozems of western Ukraine;['PAPISH IY', 'CHIZHIKOVA NP', 'POZNYAK SP', 'VARLAMOV EB'];['CHIZHIKOVA N P', 'MOROZOVA T D', 'PANIN P G', 'GRADUSOV B P', 'GRADUSOV BP', 'VELICHKO AA', 'MOROZOVA TD'];EURASIAN SOIL SCIENCE;Russia
Changes in the agrochemical properties of major arable soils in the south of the Far East of Russia under the impact of their long-term agricultural use;['BURDUKOVSKII ML', 'GOLOV VI', 'KOVSHIK IG'];['BAKINA L G', 'CHUGUNOVA M V', 'ZAITSEVA T B', 'GRITSUN A T', 'VASICHEVA A D', 'KORSCHENS M', 'SCHULZ E', 'TITOVA NA', ' Œ¬ÿ»  »√', 'Õ¿”Ã◊≈Õ Œ ≈“', 'Õ¿”Ã≈Õ Œ ¿¬', 'NAUMCHENKO ET', 'NAUMENKO AV', 'KUDEYAROV V N', 'DEMKIN V A', 'GILICHINSKII D A', 'LAPA V V', 'SERAYA T M', 'BOGATYREVA E N', 'LI YUEHUI', 'ZHAO YI', 'GUAN DEXIN', 'RASMUSSEN PE', 'GOULDING KWT', 'BROWN JR'];EURASIAN SOIL SCIENCE;Russia
Alkalization of irrigated soils suitable for orchard growing in steppe Crimea and prospects for their use;['KLIMENKO OE'];"['BARBIERO L', 'VALLES V', 'REGEARD A', 'KLIMANOV A V', ""VOROB'EVA L A"", 'NOVIKOVA A F', 'LYUBIMOVA IN', 'GOROBETS AV', 'GRACHEV VA', 'MINASHINA N G', 'KOCHETKOVA G N', 'KONYUSHKOVA M V']";EURASIAN SOIL SCIENCE;Russia
Spatiotemporal dynamics of the pollution of Al-Fe-humus podzols in the impact zone of a nonferrous metallurgical plant;['LYANGUZOVA IV', 'GOLDVIRT DK', 'FADEEVA IK'];['BARCAN V', 'BERGGREN D', 'CHERNENKOVA T V', 'KABIROV R R', 'BASOVA E V', 'BOCHKARYEV YU N', 'EVDOKIMOVA G A', 'MOZGOVA N P', 'KORNEIKOVA M V', 'KALABIN G V', 'KAIGORODOVA SY', 'VOROBEICHIK EL', 'MOISEENKO T I'];EURASIAN SOIL SCIENCE;Russia
Seasonal changes and vertical distribution of root standing biomass of graminoids and shrubs at a Siberian tundra site;['WANG P', 'MOMMER L', 'VAN RUIJVEN J', 'BERENDSE F', 'MAXIMOV TC', 'HEIJMANS MMPD'];['AERTS R', 'ARFT AM', 'WALKER MD', 'GUREVITCH J', 'BELSHE E F', 'SCHUUR E A G', 'BOLKER B M', 'BROOKS PD', 'WILLIAMS MW', 'SCHMIDT SK', 'BRUNNER E', 'PURI ML', 'BURN C R', 'KOKELJ S V', 'CALLAGHAN TERRY V', 'TWEEDIE CRAIG E', 'AKERMAN JONAS', 'CRAINE JOSEPH M', 'FIERER NOAH', 'MCLAUCHLAN KENDRA K', 'ELMENDORF SARAH C', 'HENRY GREGORY H R', 'HOLLISTER ROBERT D', 'EPSTEIN HOWARD E', 'RAYNOLDS MARTHA K', 'WALKER DONALD A', 'HILL GEOFF B', 'HENRY GREG H R', 'HINKEL KM', 'NELSON FE', 'HOBBIE SE', 'CHAPIN FS', 'GOUGH L', 'IVERSEN COLLEEN M', 'SLOAN VICTORIA L', 'SULLIVAN PATRICK F', 'JOBBAGY EG', 'JACKSON RB', 'KEUPER FRIDA', 'VAN BODEGOM PETER M', 'DORREPAAL ELLEN', 'KUMMEROW J', 'ELLIS BA', 'KUMMEROW S', 'MACK MC', 'SCHUUR EAG', 'BRET-HARTE MS', 'MILLER PC', 'MANGAN R', 'MURRAY C', 'MYERS-SMITH ISLA H', 'HIK DAVID S', 'KENNEDY CATHERINE', 'FORBES BRUCE C', 'WILMKING MARTIN', 'NOGUCHI KIMIHIRO', 'GEL YULIA R', 'BRUNNER EDGAR', 'OULEHLE F', 'ROWE E C', 'MYSKA O'];PLANT AND SOIL;Russia
Temporal changes of eroded soils depending on their agricultural use in the southern Cis-Ural region;['GABBASOVA IM', 'SULEIMANOV RR', 'KHABIROV IK', 'KOMISSAROV MA', 'FRUEHAUF M', 'LIEBELT P', 'GARIPOV TT', 'SIDOROVA LV', 'KHAZIEV FK'];"['BUSCHIAZZO DANIEL E', 'ZOBECK TED M', 'GABBASOVA I M', 'SULEIMANOV R R', 'KHABIROV I K', 'GOLOSOV V N', 'GENNADIEV A N', 'OLSON K R', 'KHITROV N B', 'PIMENTEL DAVID', 'TRAVNIKOVA L S', ""ARTEM'EVA Z S"", 'SOROKINA N P', 'WEBB NICHOLAS P', 'MCGOWAN HAMISH A', 'PHINN STUART R', 'ZHANG LING', 'WANG JINMAN', 'BAI ZHONGKE']";EURASIAN SOIL SCIENCE;Russia
Connecting taxonomy and ecology: Trophic niches of collembolans as related to taxonomic identity and life forms;['POTAPOV AA', 'SEMENINA EE', 'KOROTKEVICH AY', 'KUZNETSOVA NA', 'TIUNOV AV'];"['ANDERSON JM', 'HEALEY IN', 'BATES DOUGLAS', 'MAECHLER MARTIN', 'BOLKER BENJAMIN M', 'BERG MATTY P', 'BENGTSSON JANNE', 'BHUSAL DAYA RAM', 'KALLIMANIS ATHANASIOS S', 'TSIAFOULI MARIA A', 'BODVARSSON H', 'CARUSO TANCREDI', 'MIGLIORINI MASSIMO', 'CHAHARTAGHI M', 'LANGEL R', 'SCHEU S', 'CHRISTIANSEN K', 'CORRAL-HERNANDEZ ELENA', 'MARAUN MARK', 'ITURRONDOBEITIA J CARLOS', ""D'HAESE CA"", 'DE RUITER PETER C', 'NEUTEL ANJE-MARGRIET', 'MOORE JOHN C', 'DEHARVENG L', 'DELGADO VERONICA', 'EDERRA ALICIA', 'MIGUEL SANTAMARIA JESUS', 'EK H', 'SJOGREN M', 'ARNEBRANT K', 'ELLIS D', 'ENDLWEBER KERSTIN', 'RUESS LILIANE', 'SCHEU STEFAN', 'FABER JH', 'TEUBEN A', 'BERG MP', 'VERHOEF HA', 'FERLIAN OLGA', 'KLARNER BERNHARD', 'LANGENECKERT ANNIKA E', 'FIERA CRISTINA', 'GARTEN CT', 'COOPER LW', 'POST WM', 'GROC SARAH', 'DELABIE JACQUES H C', 'LONGINO JOHN T', 'HAGVAR S', 'KJONDAL BR']";SOIL BIOLOGY & BIOCHEMISTRY;Russia
Impact of herbicide application on soil erosion and induced carbon loss in a rubber plantation of Southwest China;['LIU HX', 'BLAGODATSKY S', 'GIESE M', 'LIU F', 'XU JC', 'CADISCH G'];['AKESON M', 'SINGER MJ', 'AMEZKETA E', 'ARIAS-ESTEVEZ MANUEL', 'LOPEZ-PERIAGO EUGENIO', 'MARTINEZ-CARBALLO ELENA', 'BAHADUR K C KRISHNA', 'BATTANY MC', 'GRISMER ME', 'BOIX-FAYOS C', 'MARTINEZ-MENA M', 'ARNAU-ROSALEN E', 'BOOTH D TERRANCE', 'COX SAMUEL E', 'BERRYMAN ROBERT D', 'BRANDT CJ', 'BROOKS KN', 'BROWN LC', 'FOSTER GR', 'CHA ZZ', 'LIN ZM', 'LUO W', 'CHEN XIN', 'YANG YI-SONG', 'TANG JIAN-JUN', 'DA SILVA AM', 'DE BLECOURT MARLEEN', 'BRUMME RAINER', 'XU JIANCHU', 'DE JONG SM', 'PARACCHINI ML', 'BERTOLO F', 'DUCHICELA JESSICA', 'SULLIVAN TARAH S', 'BONTTI ELIANA', 'DURAN ZUAZO VICTOR HUGO', 'RODRIGUEZ PLEGUEZUELO CARMEN ROCIO', 'FOX JEFFERSON', 'CASTELLA JEAN-CHRISTOPHE', 'GABRIELS D', 'GHEKIERE G', 'SCHIETTECATTE W', 'GARCIA-ESTRINGANA P', 'ALONSO-BLAZQUEZ N', 'MARQUES M J', 'GREENE RSB', 'KINNELL PIA', 'WOOD JT', 'GUILLAUME THOMAS', 'DAMRIS MUHAMMAD', 'KUZYAKOV YAKOV', 'GYSSELS G', 'POESEN J', 'BOCHET E', 'HAERING V', 'FISCHER H', 'HOLDEN J', 'BURT TP', 'HURNI H', 'JIN K', 'CORNELIS W M', 'JURGENS C', 'FANDER M'];CATENA;Russia
