ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
Growth of Bi2Te3 films and other phases of Bi-Te system by MOVPE;['KUZNETSOV PI', 'YAPASKURT VO', 'SHCHAMKHALOVA BS', 'SHCHERBAKOV VD', 'YAKUSHCHEVA GG', 'LUZANOV VA', 'JITOV VA'];['ANDO YOICHI', 'BAILINI A', 'DONATI F', 'ZAMBONI M', 'BOS J -W G', 'FAUCHEUX F', 'DOWNIE R A', 'BOS J W G', 'ZANDBERGEN H W', 'LEE M -H', 'CAHA O', 'DUBROKA A', 'HUMLICEK J', 'DHEEPA J', 'SATHYAMOORTHY R', 'VELUMANI S', 'FEUTELAIS Y', 'LEGENDRE B', 'RODIER N', 'FULOP ATTILA', 'SONG YUXIN', 'CHARPENTIER SOPHIE', 'HARRISON S E', 'LI S', 'HUO Y', 'HE LIANG', 'KOU XUFENG', 'WANG KANG L', 'JEONG KWANG-YONG', 'LEE YONG-HEE', 'CAO HUI', 'KIM DONG-HO', 'BYON EUNGSUN', 'LEE GUN-HWAN', 'KULLMANN W', 'GEURTS J', 'RICHTER W', 'KUZNETSOV P I', 'YAKUSHCHEVA G G', 'SHCHAMKHALOVA B S', 'LUZANOV V A', 'LEE JUNSU', 'KOO JOONHOI', 'JHON YOUNG MIN', 'LIN YUNG-HSIANG', 'YANG CHUN-YU', 'LIN SHENG-FENG', 'RUSSO V', 'SEN S', 'MUTHE KP', 'JOSHI N', 'TAKAHASHI M', 'KOJIMA M', 'SATO S', 'XU HAO', 'PAN WENWU', 'GONG QIAN', 'YAN PEIGUANG', 'LIN RONGYONG', 'RUAN SHUANGCHEN', 'YUAN JIAN', 'ZHAO MENG', 'YU WENGZHI'];JOURNAL OF CRYSTAL GROWTH;Russia
Two-temperature synthesis of non-linear optical compound CdGeAs2;['ZHU CQ', 'VEROZUBOVA GA', 'MIRONOV YP', 'LEI ZT', 'SONG LC', 'MA TH', 'OKUNEV AO', 'YANG CH'];['BYER RL', 'KILDAL H', 'FEIGELSON RS', 'FEIGELSON ROBERT S', 'HE ZHIYU', 'ZHAO BEIJUN', 'ZHU SHIFU', 'HUANG WEI', 'ZHAO BEI-JUN', 'ZHU SHI-FU', 'JOHNSON BRADLEY R', 'RILEY BRIAN J', 'SUNDARAM SHANMUGAVELAYUTHAM K', 'MARENKIN SF', 'NOVOTORTSEV VM', 'PALKINA KK', 'MIKHAILOV SG', 'SCHUNEMANN PG', 'POLLAK TM', 'SHAY JL'];JOURNAL OF CRYSTAL GROWTH;Russia
Growing c-axis oriented aluminum nitride films by Plasma-Enhanced Atomic Layer Deposition at low temperatures;['TARALA V', 'AMBARTSUMOV M', 'ALTAKHOV A', 'MARTENS V', 'SHEVCHENKO M'];['ALEVLI MUSTAFA', 'OZGIT CAGLA', 'DONMEZ INCI', 'ASSOUAR MB', 'EL HAKIKI M', 'ELMAZRIA O', 'BLAESING J', 'KROST A', 'HERTKORN J', 'BOSUND M', 'MATTILA P', 'AIERKEN A', 'BOSUND MARKUS', 'SAJAVAARA TIMO', 'LAITINEN MIKKO', 'BOUCHKOUR Z', 'TRISTANT P', 'THUNE E', 'BOULLE A', 'GUINEBRETIERE R', 'DAUGER A', 'CHEN C', 'CHEN D J', 'XIE Z L', 'CLEMENT M', 'VERGARA L', 'SANGRADOR J', 'COREKCI S', 'OZTURK M K', 'BENGI A', 'DAI YIQUAN', 'LI SHUIMING', 'SUN QIAN', 'HUANG SEN', 'JIANG QIMENG', 'YANG SHU', 'IVALDI P', 'ABERGEL J', 'ARNDT G', 'KAKANAKOVA-GEORGIEVA A', 'NILSSON D', 'JANZEN E', 'LEE YJ', 'KANG SW', 'MATSUNAMI N', 'MOTAMEDI P', 'CADIEN K', 'NEPAL N', 'QADRI S B', 'HITE J K', 'PASZKOWICZ W', 'PODSIADLO S', 'MINIKAYEV R', 'SAHYOUN WALAA', 'DUCHAMP JEAN-MARC', 'BENECH PHILIPPE', 'SAMMAN A', 'GEBREMARIAM S', 'RIMAI L', 'SANCHEZ GUSTAVO', 'ABDALLAH B', 'SHI SC', 'CHEN CF', 'CHATTOPADHYAY S', 'SOWERS AT', 'CHRISTMAN JA', 'BREMSER MD', 'TANIYASU Y', 'KASU M', 'MAKIMOTO T', 'TSAI DUNG-SHENG', 'LIEN WEI-CHENG', 'LIEN DER-HSIEN', 'YEH CY', 'LU ZW', 'FROYEN S'];JOURNAL OF CRYSTAL GROWTH;Russia
Ceramic Ti-B Composites Synthesized by Combustion Followed by High-Temperature Deformation;['BAZHIN PM', 'STOLIN AM', 'KONSTANTINOV AS', 'KOSTITSYNA EV', 'IGNATOV AS'];['BAZHIN P M', 'STOLIN A M', 'ALYMOV M I', 'IVLEVA T P', 'MERZHANOV A G', 'LU JUNQIANG', 'QIN JINING', 'LU WEIJIE', 'MA ZY', 'TJONG SC', 'GEN L', 'MERZHANOV AG', 'MORSI K', 'PATEL V V', 'PANDA KB', 'CHANDRAN KSR', 'SHEN XIANGBO', 'ZHANG ZHAOHUI', 'WEI SAI', 'ZHANG ZHAO-HUI', 'WANG FU-CHI', 'ZHANG JINYONG', 'KE WENXUAN', 'JI WEI', 'ZHANG XH', 'XU Q', 'HAN JC', 'ZHANG CHAO'];MATERIALS;Russia
Two-Level Micro-to-Nanoscale Hierarchical TiO2 Nanolayers on Titanium Surface;['ZEMTSOVA EG', 'ARBENIN AY', 'VALIEV RZ', 'OREKHOV EV', 'SEMENOV VG', 'SMIRNOV VM'];['ARBENIN A YU', 'ZEMTSOVA E G', 'VALIEV R Z', 'BENTO AC', 'ALMOND DP', 'BROWN SR', 'BLANCHARD J', 'RIBOT F', 'SANCHEZ C', 'BOYD DAVID A', 'GREENGARD LESLIE', 'BRONGERSMA MARK', 'BRINKER CJ', 'FRYE GC', 'HURD AJ', 'BUCCI-SABATTINI VINCENZO', 'CASSINELLI CLARA', 'COELHO PAULO G', 'BUSER D', 'SCHENK RK', 'STEINEMANN S', 'CHEN QIZHI', 'THOUAS GEORGE A', 'CHEN XB', 'MAO SS', 'DALBY MJ', 'MCCLOY D', 'ROBERTSON M', 'ERMAKOVA LE', 'SIDOROVA MP', 'GEETHA M', 'SINGH A K', 'ASOKAMANI R', 'GRIGAL I P', 'MARKEEV A M', 'GUDKOVA S A', 'GU YING-XIN', 'DU JUAN', 'ZHAO JING-MEI', 'HARRIS LG', 'TOSATTI S', 'WIELAND M', 'HE JIE', 'ZHOU WEI', 'ZHOU XIAOJIAN', 'HENCH LL', 'WEST JK', 'KIM HW', 'KIM HE', 'KNOWLES JC', 'LEEUWENBURGH S', 'WOLKE J', 'SCHOONMAN J', 'NAZAROV DENIS V', 'ZEMTSOVA ELENA G', 'VALIEV RUSLAN Z', 'RAJ V', 'RAJ R MOHAN', 'SASIREKA A', 'RAMMELT S', 'SCHULZE E', 'BERNHARDT R', 'SIMONSEN MORTEN E', 'SOGAARD ERIK G', 'SMIRNOV V', 'BOBRYSHEVA N', 'SMIRNOV VLADIMIR M', 'MOROZOV PAVEL E'];MATERIALS;Russia
Detector-emitter system based on integrated organic vertical light emitting device and near-infrared organic photovoltaic cell;['BARYLO G', 'CHERPAK V', 'PAKHOMOV G', 'HOTRA Z', 'HELZHYNSKYY I', 'HLADUN M', 'WIOSNA-SALYGA G', 'LUSZCZYNSKA B', 'STAKHIRA P'];"['AFIFY H A', 'EL-NAHASS M M', 'GADALLAH A -S', 'CHERPAK VLADYSLAV', 'GASSMANN ANDREA', 'STAKHIRA PAVLO', 'DIAS FERNANDO B', 'BOURDAKOS KONSTANTINOS N', 'JANKUS VYGINTAS', 'GONG XIONG', 'TONG MINGHONG', 'XIA YANGJUN', 'GOUSHI KENICHI', 'ADACHI CHIHAYA', 'GRAVES DAVID', 'GUO ZHIQIAN', 'PARK SOOKIL', 'YOON JUYOUNG', 'IVANIUK K', 'CHAPRAN M', 'KANEKO M', 'TANEDA T', 'TSUKAGAWA T', 'KIM DO YOUNG', 'SONG DONG WOO', 'CHOPRA NEETU', 'LIU SHUN-WEI', 'LEE CHIH-CHIEN', 'YUAN CHIH-HSIEN', 'LI YA-ZE', 'LIN SHAO-YU', 'SU TSUNG-HAO', 'LV WENLI', 'ZHONG JUNKANG', 'PENG YINGQUAN', 'MAYUKH MAYANK', 'MACECH MARIOLA R', 'PLACENCIA DIOGENES', 'OBATA NAOKI', 'SATO YOSHIHARU', 'NAKAMURA EIICHI', 'PAKHOMOV G L', 'TRAVKIN V V', ""LUK'YANOV A YU"", 'PAKHOMOV GEORGIJ L', 'PAKHOMOV LEV G', 'TRAVKIN VLAD V', 'PEUMANS P', 'FORREST SR', 'TANAKA HIDEYUKI', 'YASUDA TAKESHI', 'FUJITA KATSUHIKO', 'TANG CW', 'VANSLYKE SA', 'STUZHIN PAVEL A', 'OKHAPKIN ANDREY I', 'WANG WEINING', 'ARMSTRONG NEAL R', 'WELSHER KEVIN', 'LIU ZHUANG', 'SHERLOCK SARAH P', 'XIAO LIXIN', 'CHEN ZHIJIAN', 'QU BO', 'ZHOU YE', 'HAN SU-TING', 'CHEN XIAN']";MOLECULAR CRYSTALS AND LIQUID CRYSTALS;Russia
Measurement of the heat capacity of ZnSb by DSC between 300 and 673 K;['BENIGNI P', 'MIKAELIAN G', 'POTHIN R', 'BERCHE A', 'AYRAL RM', 'TEDENAC JC', 'JUND P', 'ROGEZ J'];['ARBLASTER J W', 'DINSDALE AT', 'EKLOF D', 'FISCHER A', 'WU Y', 'SCHEIDT E -W', 'SCHERER W', 'HERMET P', 'KOZA M M', 'RITTER C', 'JUND PHILIPPE', 'VIENNOIS ROMAIN', 'TAO XIAOMA', 'MAIER CG', 'KELLEY KK', 'MAMEDOVA KM', 'DZHANGIROV AY', 'DZHAFAROV OI', 'PERDEW JP', 'BURKE K', 'ERNZERHOF M', 'POTHIN ROMAIN', 'AYRAL ROSE-MARIE', 'BERCHE ALEXANDRE', 'RODRIGUEZCARVAJAL J', 'SCHIMPFF H', 'SCHLESINGER MARK E'];CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY;Russia
Fabrication of scalable and ultra low power photodetectors with high light/dark current ratios using polycrystalline monolayer MoS2 sheets;['JING X', 'PANHOLZER E', 'SONG XX', 'GRUSTAN-GUTIERREZ E', 'HUI F', 'SHI YY', 'BENSTETTER G', 'ILLARIONOV Y', 'GRASSER T', 'LANZA M'];['CHEN WEI', 'SANTOS ELTON J G', 'ZHU WENGUANG', 'CHHOWALLA MANISH', 'SHIN HYEON SUK', 'EDA GOKI', 'DUMCENCO DUMITRU', 'OVCHINNIKOV DMITRY', 'MARINOV KOLYO', 'GHATAK SUBHAMOY', 'PAL ATINDRA NATH', 'GHOSH ARINDAM', 'HUANG CHUNG-CHE', 'AL-SAAB FERAS', 'WANG YUDONG', 'JARIWALA DEEP', 'SANGWAN VINOD K', 'LAUHON LINCOLN J', 'JEON JAEHO', 'JANG SUNG KYU', 'JEON SU MIN', 'KANG KIBUM', 'XIE SAIEN', 'HUANG LUJIE', 'KIM KWANPYO', 'LEE ZONGHOON', 'REGAN WILLIAM', 'LANZA MARIO', 'WANG YAN', 'GAO TENG', 'LATE DATTATRAY J', 'LIU BIN', 'MATTE H S S RAMAKRISHNA', 'LEE YI-HSIEN', 'ZHANG XIN-QUAN', 'ZHANG WENJING', 'LEMBKE DOMINIK', 'BERTOLAZZI SIMONE', 'KIS ANDRAS', 'LI HONG', 'ZHANG QING', 'YAP CHIN CHONG RAY', 'LI TAO', 'DU GANG', 'ZHANG BAOSHUN', 'LING XI', 'LIN YUXUAN', 'LIU KENG-KU', 'LOPEZ-SANCHEZ ORIOL', 'KAYCI METIN', 'NA JUNHONG', 'JOO MIN-KYU', 'SHIN MINJU', 'NAJMAEI SINA', 'LIU ZHENG', 'ZHOU WU', 'PARK WOANSEO', 'PARK JUHUN', 'JANG JINGON', 'QIU HAO', 'PAN LIJIA', 'YAO ZONGNI', 'RADISAVLJEVIC B', 'RADENOVIC A', 'BRIVIO J', 'KIM IN SOO', 'SCHMIDT HENNRIK', 'WANG SHUNFENG', 'CHU LEIQIANG', 'SHI YUANYUAN', 'JI YANFENG', 'HUI FEI', 'WANG H', 'YU L', 'LEE Y-H'];NANO ENERGY;Russia
Fabrication, microstructure and magneto-optical properties of Tb3Al5O12 transparent ceramics;['DAI JW', 'SNETKOV IL', 'PALASHOV OV', 'PAN YB', 'KOU HM', 'LI J'];['BANERJEE SAUMYABRATA', 'ERTEL KLAUS', 'MASON PAUL D', 'CARRUTHERS JR', 'KOKTA M', 'BARNS RL', 'CHANI VI', 'YOSHIKAWA A', 'MACHIDA H', 'CHEN CHONG', 'ZHOU SHENGMING', 'LIN HUI', 'GANSCHOW S', 'KLIMM D', 'REICHE P', 'EPELBAUM BM', 'GEHO M', 'SEKIJIMA T', 'FUJII T', 'GEHO MIKIO', 'SEKIJIMA TAKENORI', 'FUJII TAKASHI', 'IKESUE A', 'KINOSHITA T', 'KAMATA K', 'KAMINSKII AA', 'EICHLER HJ', 'KHAZANOV E', 'ANDREEV N', 'PALASHOV O', 'KHAZANOV EA', 'KOPYLOV YU L', 'KRAVCHENKO V B', 'BAGAYEV S N', 'LEE SANG-HO', 'KOCHAWATTANA SUJARINEE', 'MESSING GARY L', 'TENG HAO', 'MANSELL JD', 'HENNAWI J', 'GUSTAFSON EK', 'MENDELSON MI', 'RUBINSTEIN CB', 'UITERT LGV', 'GRODKIEWICZ WH', 'SANGHERA JASBINDER', 'KIM WOOHONG', 'VILLALOBOS GUILLERMO', 'SANSALONFJ', 'SATO H', 'SHIMAMURA KIYOSHI', 'KITO TAKAYUKI', 'CASTEL ELIAS', 'SNETKOV I L', 'YASUHARA R', 'STAROBOR A V', 'YASUHARA RYO', 'NOZAWA HOSHITERU', 'YANAGITANI TAKAGIMI', 'TOKITA SHIGEKI', 'KAWANAKA JUNJI', 'FURUSE HIROAKI', 'YOSHIDA HIDETSUGU', 'TSUBAKIMOTO KOJI', 'FUJIMOTO YASUSHI', 'ZHANG WENJING', 'GUO FELYUN', 'CHEN JIANZHONG', 'ZHELEZNOV DMITRY', 'STAROBOR ALEKSEY', 'PALASHOV OLEG'];OPTICAL MATERIALS;Russia
Low-temperature luminescence and thermoluminescence from BeO:Zn single crystals;['OGORODNIKOV IN', 'PETRENKO MD', 'IVANOV VY'];"['ALBRECHT HO', 'MANDEVILLE CE', 'ANTSIGIN IN', 'GORBUNOV SV', 'KRUZHALOV AV', 'AUSTERMAN SB', 'BULUR E', 'YELTIK A', 'BULUR ENVER', 'CHEN R', 'FELDBACH E', 'LAASCH W', 'VARDING D', 'FREEOUF JL', 'IVANOV VYU', 'ANTSYGIN IN', 'PUSTOVAROV VA', ""FEL'DBAKH EKH"", 'KUDYAKOV SV', 'NEWKIRK HW', 'SMITH DK', 'KAHN JS', 'PETERSON CW', 'PALMA GE', 'PETRENKO M D', 'OGORODNIKOV I N', 'IVANOV V YU', 'KIRM M', 'ROESSLER DM', 'WALKER WC', 'LOH E']";OPTICAL MATERIALS;Russia
Clustering of Yb in silica-based glasses synthesized by SPCVD;"[""SAVEL'EV EA"", 'KRIVOVICHEV AV', 'GOLANT KM']";"['AHRENS LH', 'ALOMBERT-GOGET G', 'GAUMER N', 'OBRIOT J', 'ARAI K', 'NAMIKAWA H', 'KUMATA K', 'BUFETOV IGOR A', 'GOLANT KONSTANTIN M', 'FIRSTOV SERGEY V', 'CANEVALI C', 'MATTONI M', 'MORAZZONI F', 'DAI SX', 'SUGIYAMA A', 'HU LL', 'DIANOV EM', 'KARPOV VI', 'FILIPPOV VALERY', 'KERTTULA JUHO', 'CHAMOROVSKII YURI', 'FUNABIKI FUJI', 'KAMIYA TOSHIO', 'HOSONO HIDEO', 'GRISCOM DAVID L', 'HIBINO Y', 'HANAFUSA H', 'KOSINSKI SG', 'KROL DM', 'DUNCAN TM', 'LAEGSGAARD J', 'LAVERSENNE L', 'GUYOT Y', 'GOUTAUDIER C', 'LIKHACHEV M E', 'BUBNOV M M', 'ZOTOV K V', 'MCGAHAY V', 'TOMOZAWA M', 'MONTEIL A', 'CHAUSSEDENT S', 'NAKAZAWA EIICHIRO', 'HIRANO MASAHIRO', 'PETIT V', 'OKAZAKI T', 'SEKIYA E H', ""SAVEL'EV E A"", 'GOLANT K M', 'SKUJA L', 'HIRANO M', 'HOSONO H', 'WANG S', 'LOU F', 'YU C', 'XU WENBIN', 'REN JINJUN', 'SHAO CHONGYUN', 'ZHENG LIHE', 'ZHAO GUANGJUN', 'SU LIANGBI']";OPTICAL MATERIALS;Russia
Antireflective coating for AgBr-TlI and AgBr-TlBr0.46I0.54 solid solution crystals;['KORSAKOV A', 'SALIMGAREEV D', 'LVOV A', 'ZHUKOVA L'];['DEINEGA ALEXEI', 'VALUEV ILYA', 'POTAPKIN BORIS', ' Œ–—¿ Œ¬ ¿—', '∆” Œ¬¿ À¬', ' Œ–—¿ Œ¬ ¬—', 'KORSAKOV AS', 'ZHUKOVA LV', 'KORSAKOV VS', 'KORSAKOV ALEXANDR', 'ZHUKOVA LIYA', 'KORSAKOVA ELENA', 'KORSAKOV ALEXANDR S', 'VRUBLEVSKY DMITRY S', 'KORSAKOV VICTOR S', 'LVOV ALEXANDR E'];OPTICAL MATERIALS;Russia
Photoluminescence of transparent glass-ceramics based on ZnO nanocrystals and co-doped with Eu3+, Yb3+ ions;['ARZUMANYAN GM', 'KUZNETSOV EA', 'ZHILIN AA', 'DYMSHITS OS', 'SHEMCHUK DV', 'ALEKSEEVA IP', 'MUDRYI AV', 'ZHIVULKO VD', 'BORODAVCHENKO OM'];['ALEKSEEVA I P', 'DYMSHITS O S', 'ZHILIN A A', 'BAHADUR A', 'DWIVEDI Y', 'RAI S B', 'BANG J', 'YANG H', 'HOLLOWAY PH', 'BINNEMANS K', 'GORLLERWALRAND C', 'CARNALL WT', 'FIELDS PR', 'RAJNAK K', 'CHO SHINHO', 'CLARKE DR', 'DERENZO SE', 'WEBER MJ', 'KLINTENBERG MK', 'DIMITRIEV Y', 'IORDANOVA R', 'MILANOVA M', 'DOUAYAR A', 'ABD-LEFDIL M', 'NOUNEH K', 'DU XI', 'ZHANG HANG', 'CHENG CHEN', 'DU YA-PING', 'ZHANG YA-WEN', 'SUN LING-DONG', 'EKAMBARAM S', 'GHAEMI BAHRAM', 'ZHAO GAOLING', 'HUANG SHENGCHEN', 'JIE GUANGTAO', 'GRZYB TOMASZ', 'HSU J W P', 'TALLANT D R', 'SIMPSON R L', 'JOKANOVIC V', 'COLOVIC B', 'JOVIC N', 'KANG S', 'SHIN K', 'PRABAKAR K', 'KIM KJ', 'PARK YR', 'KIRBY AF', 'RICHARDSON FS', 'KLINGSHIRN CLAUS', 'FALLERT J', 'ZHOU H', 'KUMAR SURENDER', 'SAHARE P D', 'LIU DF', 'TANG DS', 'CI LJ', 'LIU YONGSHENG', 'LUO WENQIN', 'LI RENFU', 'LIU YUNXIN', 'XU CHANGFU', 'YANG QIBIN', 'LOIKO P', 'VITKIN V V', 'LOIKO P A', 'LUO QUN', 'QIAO XVSHENG', 'FAN XIANPING'];OPTICAL MATERIALS;Russia
Cryogenic temperature characteristics of Verdet constant of terbium sesquioxide ceramics;['SNETKOV IL', 'PALASHOV OV'];['BARNES NP', 'PETWAY LB', 'DAVIS JA', 'BUNCH RM', 'FURUSE HIROAKI', 'YASUHARA RYO', 'HIRAGA KEIJIRO', 'KHAZANOV EA', 'KULAGIN OV', 'YOSHIDA S', 'MIRONOV E A', 'ZHELEZNOV D S', 'STAROBOR A V', 'SNETKOV I L', 'VOITOVICH A V', 'PADULA CF', 'YOUNG CG', 'SLACK GA', 'OLIVER DW', 'PERMIN D A', 'BALABANOV S S', 'YASUHARA R', 'SNETKOV ILYA L', 'STAROBOR ALEKSEY V', 'VOITOVICH ALEXANDER V', 'PALASHOV OLEG V', 'STAROBOR ALEKSEY', 'YASYHARA RYO', 'SNETKOV ILYA', 'PALASHOV OLEG', 'ZHOU SHENGMING', 'ZHELEZNOV DMITRY S', 'VAN VLECK JH', 'HERB MH', 'VEBER PHILIPPE', 'VELAZQUEZ MATIAS', 'GADRET GREGORY', 'STAROBOR ALEXEY', 'NOZAWA HOSHITERU', 'YANAGITANI TAKAGIMI', 'TOKITA SHIGEKI', 'KAWANAKA JUNJI', 'ZHELEMOV D S', 'MUKHIN I B', 'ZELENOGORSKII V V', 'KATIN E V', 'ZHELEZNOV DMITRY', 'MUKHIN IVAN B'];OPTICAL MATERIALS;Russia
Copper nanoparticles decorated graphene nanoplatelets and composites with PEDOT:PSS;['KUKHTA AV', 'PADDUBSKAYA AG', 'KUZHIR PP', 'MAKSIMENKO SA', 'VOROBYOVA SA', 'BISTARELLI S', 'CATALDO A', 'BELLUCCI S'];['ALLINGER NL', 'BAE SUKANG', 'KIM HYEONGKEUN', 'LEE YOUNGBIN', 'BATRAKOV K', 'KUZHIR P', 'MAKSIMENKO S', 'BOZZI MAURIZIO', 'PIERANTONI LUCA', 'BELLUCCI STEFANO', 'CHEN CH', 'YAMAGUCHI T', 'SUGAWARA K', 'CHEN QIWEN', 'ZHANG LUYAN', 'CHEN GANG', 'DABROWSKA AGNIESZKA', 'CATALDO ANTONINO', 'DEBBICHI L', 'DE LUCAS M C MARCO', 'PIERSON J F', 'FAKHRI PARISA', 'JALEH BABAK', 'NASROLLAHZADEH MAHMOUD', 'FERRARI A C', 'MEYER J C', 'SCARDACI V', 'GARG RAJNI', 'DUTTA NABA K', 'CHOUDHURY NAMITA ROY', 'GEIM A K', 'NOVOSELOV K S', 'GEORGAKILAS VASILIOS', 'OTYEPKA MICHAL', 'BOURLINOS ATHANASIOS B', 'GOTOH KAZUMA', 'KINUMOTO TARO', 'FUJII EIJI', 'GUO XIAONING', 'HAO CAIHONG', 'JIN GUOQIANG', 'HERNANDEZ YENNY', 'NICOLOSI VALERIA', 'LOTYA MUSTAFA', 'HUANG XIAO', 'YIN ZONGYOU', 'WU SHIXIN', 'ILANCHEZHIYAN PUGAZHENDI', 'EO JAE JUN', 'ZAKIROV ANWAR SAGATOVICH', 'KIM M', 'HYUN W J', 'MUN S C', 'KIM MOKWON', 'KIM DO YOUB', 'KANG YONGKU', 'KIM W J', 'LEE T J', 'HAN S H', 'KUKHTA A V', 'KOLESNIK E E', 'KUKHTA I N', 'LI XUESHAN', 'ZHAO YIBO', 'WU WEI', 'LUECHINGER NORMAN A', 'ATHANASSIOU EVAGELOS K', 'STARK WENDELIN J', 'MAFFUCCI A', 'MICCIULLA F', 'MAGDASSI SHLOMO', 'GROUCHKO MICHAEL', 'KAMYSHNY ALEXANDER', 'MATTEVI CECILIA', 'EDA GOKI', 'AGNOLI STEFANO', 'NGUYEN D D', 'TAI N H', 'CHUEH Y L'];SYNTHETIC METALS;Russia
Inkjet printing of transparent sol-gel computer generated holograms;['YAKOVLEV AV', 'PIDKO EA', 'VINOGRADOV AV'];['ANGMO DECHAN', 'LARSEN-OLSEN THUE T', 'JORGENSEN MIKKEL', 'BOTTEN IC', 'CRAIG MS', 'MCPHEDRAN RC', 'BRINKER CJ', 'KEEFER KD', 'SCHAEFER DW', 'FRYE GC', 'HURD AJ', 'CALVERT P', 'CHEN DG', 'DONG HONGMING', 'CARR WALLACE W', 'BUCKNALL DAVID G', 'HEBNER TR', 'WU CC', 'MARCY D', 'HOLOWACZ I', 'PODBIELSKA H', 'BAUER J', 'JANG DAEHWAN', 'KIM DONGJO', 'MOON JOOHO', 'JUNG MINHUN', 'KIM JAEYOUNG', 'NOH JINSOO', 'LIN XIAOHUI', 'SUBBARAMAN HARISH', 'PAN ZEYU', 'LV CHANGWU', 'JIA ZHENHONG', 'LIU YAJUN', 'MACCRAITH BD', 'MCDONAGH CM', 'OKEEFFE G', 'MARCIANTE JR', 'FARMIGA NO', 'HIRSH JI', 'ONSES M SERDAR', 'SUTANTO ERICK', 'FERREIRA PLACID M', 'PALMER EW', 'HUTLEY MC', 'FRANKS A', 'PARK JANG-UNG', 'HARDY MATT', 'KANG SEONG JUN', 'SERRA T', 'PLANELL J A', 'NAVARRO M', 'SINGH MADHUSUDAN', 'HAVERINEN HANNA M', 'DHAGAT PARUL', 'SIRRINGHAUS H', 'KAWASE T', 'FRIEND RH', 'SOLAK HH', 'DAVID C', 'GOBRECHT J', 'STRINGER JONATHAN', 'DERBY BRIAN', 'XIE YJ', 'LU ZW', 'LI FY', 'YAKOVLEV ALEKSANDR V', 'MILICHKO VALENTIN A', 'VINOGRADOV VLADIMIR V', 'YIWEI HAN', 'CHUANG WEI', 'JINGYAN DONG'];OPTICAL MATERIALS EXPRESS;Russia
Exploiting the P L-2,L-3 absorption edge for optics: spectroscopic and structural characterization of cubic boron phosphide thin films;['HUBER SP', 'MEDVEDEV VV', 'MEYER-ILSE J', 'GULLIKSON E', 'PADAVALA B', 'EDGAR JH', 'STURM JM', 'DE KRUIJS RWEV', 'PRENDERGAST D', 'BIJKERK F'];['CHING WY', 'MO SD', 'CHEN Y', 'CHKHALO N I', 'SALASHCHENKO N N', 'DROZDOV M N', 'KLUENKOV E B', 'FERNANDEZ-PEREA MONICA', 'VIDAL-DASILVA MANUELA', 'AZNAREZ JOSE A', 'FRASSETTO FABIO', 'VILLORESI PAOLO', 'POLETTO LUCA', 'GULLIKSON EM', 'MROWKA S', 'KAUFMANN BB', 'HATAYAMA MASATOSHI', 'TAKENAKA HISATAKA', 'GULLIKSON ERIC M', 'HENKE BL', 'DAVIS JC', 'HOFSTETTER M', 'AQUILA A', 'SCHULTZE M', 'KJORNRATTANAWANICH BENJAWAN', 'WINDT DAVID L', 'SEELY JOHN F', 'BELLOTTI JEFFREY A', 'KUZNETSOV D S', 'YAKSHIN A E', 'STURM J M', 'LOUIS E', 'TSARFATI T', 'MAKHOTKIN IGOR A', 'ZOETHOUT ERWIN', 'LOUIS ERIC', 'MEDVEDEV V V', 'VAN DE KRUIJS R W E', 'MERO MARK', 'MUKHANOV V A', 'SOKOLOV P S', 'LE GODEC Y', 'MUKHANOV VLADIMIR A', 'VREL DOMINIQUE', 'SOKOLOV PETR S', 'PADAVALA BALABALAJI', 'FRYE C D', 'WANG XUEJING', 'DING ZIHAO', 'SAE-LAO B', 'SOUFLI R', 'BAJT SA', 'MONTCALM C', 'SEELY JF', 'BAJT S'];OPTICAL MATERIALS EXPRESS;Russia
Annealing of deposited SiO2 thin films: full-atomistic simulation results;['GRIGORIEV FV', 'KATKOVA EV', 'SULIMOV AV', 'SULIMOV VB', 'TIKHONRAVOV AV'];['ABRAHAM MJ', 'MURTOLA T', 'SCHULZ R', 'BERENDSEN HJC', 'POSTMA JPM', 'VANGUNSTEREN WF', 'BISCHOFF MARTIN', 'NOWITZKI TOBIAS', 'VOSS OLIVER', 'DARDEN T', 'YORK D', 'PEDERSEN L', 'FANG WL', 'FOGARTY JOSEPH C', 'AKTULGA HASAN METIN', 'GRAMA ANANTH Y', 'GADELMAWLA ES', 'KOURA MM', 'MAKSOUD TMA', 'GRIGORIEV F V', 'SULIMOV A V', 'KOCHIKOV I V', 'KATKOVA E V', 'JIANG YUGANG', 'JI YIQIN', 'LIU HUASONG', 'WANG LISHUAN', 'KING SV', 'LEFEVRE A', 'LEWIS LJ', 'MARTINU L', 'TANIGUCHI K', 'TANAKA M', 'HAMAGUCHI C', 'VEDAM K', 'LIMSUWAN P', 'VIANA CE', 'MORIMOTO NI', 'BONNAUD O', 'YUAN XL', 'CORMACK AN'];OPTICAL MATERIALS EXPRESS;Russia
